Year,Player,MIN,PTS,FGM,FGA,FTM,FTA,TOV,Is_All_Star
2014,E'Twaun Moore,19.1,6.3,2.5,5.8,0.7,0.9,0.7,Regular
2014,Dante Cunningham,20.2,6.3,2.9,6.3,0.5,0.8,0.5,Regular
2014,Kyle O'Quinn,17.2,6.2,2.7,5.4,0.8,1.2,1.1,Regular
2014,Anthony Tolliver,20.3,6.1,2,4.8,0.5,0.6,0.4,Regular
2014,Jeremy Evans,18.3,6.1,2.7,5,0.8,1.1,0.6,Regular
2014,Kent Bazemore,13.6,6,2.2,5.1,1,1.6,1.2,Regular
2014,Hollis Thompson,22.6,6,2.2,4.8,0.7,0.9,0.8,Regular
2014,Cody Zeller,17.3,6,2.1,4.9,1.8,2.4,1.1,Regular
2014,Tayshaun Prince,25.6,6,2.6,6.5,0.4,0.8,0.5,Regular
2014,Darrell Arthur,17.1,5.9,2.4,6,0.8,0.9,0.9,Regular
2014,Andrew Nicholson,15.4,5.7,2.4,5.5,0.6,0.8,0.7,Regular
2014,Tyler Zeller,15,5.7,2.2,4.1,1.2,1.7,0.9,Regular
2014,Ed Davis,15.2,5.7,2.5,4.6,0.7,1.4,0.6,Regular
2014,Robert Sacre,16.8,5.4,2.2,4.6,1,1.4,0.7,Regular
2014,Derek Fisher,17.6,5.2,1.7,4.5,0.7,0.9,0.6,Regular
2014,Gerald Wallace,24.4,5.1,2,4,0.8,1.7,1.7,Regular
2014,Dorell Wright,14.5,5,1.6,4.4,0.8,1,0.6,Regular
2014,Luke Ridnour,18.7,5,2.1,5.4,0.3,0.4,1.1,Regular
2014,Andre Miller,16.9,4.9,1.8,4,1,1.3,1.1,Regular
2014,Tyler Hansbrough,15.3,4.9,1.5,3.1,2,2.9,0.7,Regular
2014,Gorgui Dieng,13.6,4.8,1.9,3.8,1,1.6,0.9,Regular
2014,Matthew Dellavedova,17.7,4.7,1.7,4.1,0.5,0.7,0.8,Regular
2014,Jae Crowder,16.1,4.6,1.7,3.8,0.6,0.8,0.5,Regular
2014,Tony Snell,16,4.5,1.7,4.4,0.4,0.5,0.6,Regular
2014,Rashard Lewis,16.2,4.5,1.6,3.9,0.4,0.6,0.6,Regular
2014,Jonas Jerebko,11.6,4.2,1.5,3.3,0.7,0.9,0.7,Regular
2014,Nick Collison,16.7,4.2,1.7,3,0.8,1.1,0.9,Regular
2014,Shane Battier,20.1,4.1,1.4,3.8,0.2,0.3,0.3,Regular
2014,Alonzo Gee,15.7,4,1.5,3.6,0.7,0.9,0.7,Regular
2014,Pablo Prigioni,19.4,3.8,1.3,2.9,0.2,0.2,0.9,Regular
2014,Luc Mbah a Moute,15.7,3.5,1.4,3,0.7,1,0.6,Regular
2014,Diante Garrett,14.8,3.5,1.4,3.7,0.1,0.2,1.1,Regular
2014,Jeff Ayres,13,3.3,1.4,2.4,0.5,0.8,0.9,Regular
2014,Steven Adams,14.8,3.3,1.1,2.3,1,1.7,0.9,Regular
2014,Matt Bonner,11.3,3.2,1.2,2.7,0.1,0.2,0.3,Regular
2014,Quincy Acy,13.5,2.7,1,2.2,0.6,0.8,0.5,Regular
2014,Ryan Hollins,7.9,2.3,0.9,1.2,0.6,0.9,0.5,Regular
2014,Chuck Hayes,12.3,2.2,0.9,2.1,0.3,0.4,0.5,Regular
2014,Garrett Temple,8.5,1.8,0.7,1.9,0.4,0.6,0.6,Regular
2015,James Harden,36.8,27.4,8,18.1,8.8,10.2,4,All Star
2015,DeMarcus Cousins,34.1,24.1,8.4,18.1,7.2,9.2,4.3,All Star
2015,LaMarcus Aldridge,35.4,23.4,9.3,19.9,4.3,5.1,1.7,All Star
2015,Blake Griffin,35.2,21.9,8.6,17.1,4.6,6.4,2.3,Regular
2015,Kyrie Irving,36.4,21.7,7.7,16.5,4.2,4.9,2.5,Regular
2015,Damian Lillard,35.7,21,7.2,16.6,4.2,4.9,2.7,Regular
2015,Gordon Hayward,34.4,19.3,6.4,14.3,4.9,6.1,2.7,Regular
2015,Chris Paul,34.8,19.1,6.9,14.3,3.5,3.9,2.3,All Star
2015,Monta Ellis,33.7,18.9,7.5,16.9,2.9,3.8,2.5,Regular
2015,Victor Oladipo,35.7,17.9,6.6,15.1,3.6,4.4,2.8,Regular
2015,Kyle Lowry,34.5,17.8,6.1,14.9,3.6,4.5,2.5,All Star
2015,John Wall,35.9,17.6,6.6,14.8,3.6,4.6,3.8,All Star
2015,Brook Lopez,29.2,17.2,7,13.7,3.1,3.8,1.4,Regular
2015,Tobias Harris,34.8,17.1,6.5,14,2.8,3.6,1.7,Regular
2015,Eric Bledsoe,34.6,17,5.8,12.9,4.4,5.4,3.4,Regular
2015,Brandon Knight,32.3,17,6,14.1,3.1,3.5,3,Regular
2015,Al Jefferson,30.6,16.6,7.5,15.5,1.7,2.5,1,Regular
2015,Tyreke Evans,34.1,16.6,6.6,14.7,2.6,3.7,3.1,Regular
2015,Kawhi Leonard,31.8,16.5,6.2,12.8,3.2,3.9,1.5,All Star
2015,Kevin Love,33.8,16.4,5.5,12.7,3.4,4.3,1.6,Regular
2015,JJ Redick,30.9,16.4,5.7,12,2.3,2.6,1.2,Regular
2015,Goran Dragic,33.8,16.3,6.4,12.8,2.3,3,2.2,Regular
2015,Zach Randolph,32.5,16.1,6.4,13.1,3.2,4.2,2.2,Regular
2015,Derrick Favors,30.8,16,6.5,12.4,3,4.5,1.6,Regular
2015,Wesley Matthews,33.7,15.9,5.6,12.5,1.8,2.4,1.4,Regular
2015,Jeff Teague,30.5,15.9,5.6,12.2,3.8,4.4,2.8,Regular
2015,Mike Conley,31.8,15.8,5.6,12.6,3.1,3.6,2.2,Regular
2015,Chandler Parsons,33.1,15.7,5.8,12.6,2.1,2.9,1.5,Regular
2015,Markieff Morris,31.5,15.3,6.2,13.4,2.2,2.8,2.1,Regular
2015,Bradley Beal,33.4,15.3,5.8,13.5,2.1,2.6,2,Regular
2015,Al Horford,30.5,15.2,6.8,12.7,1.4,1.9,1.3,All Star
2015,Michael Carter-Williams,32.6,14.6,5.5,13.9,3.1,4.4,3.8,Regular
2015,Joe Johnson,34.9,14.4,5.6,12.8,1.8,2.2,1.7,Regular
2015,Tony Parker,28.7,14.4,5.9,12.2,1.9,2.4,2.1,Regular
2015,Mo Williams,29.1,14.2,5,12.6,2.4,2.8,2.5,Regular
2015,Thaddeus Young,32,14.1,5.9,12.7,1.7,2.6,1.5,Regular
2015,Avery Bradley,31.5,13.9,5.6,13.2,1,1.3,1.4,Regular
2015,Tim Duncan,28.9,13.9,5.4,10.6,3,4,1.7,Regular
2015,Andre Drummond,30.5,13.8,6,11.7,1.7,4.5,1.5,All Star
2015,Ryan Anderson,27.5,13.7,4.8,12,2.1,2.5,1,Regular
2015,Robert Covington,27.9,13.5,4.3,10.8,2.5,3.1,1.8,Regular
2015,Eric Gordon,33.1,13.4,4.7,11.4,1.8,2.2,2,Regular
2015,Khris Middleton,30.1,13.4,5.1,11,1.7,2,1.4,Regular
2015,Jared Sullinger,27,13.3,5.4,12.2,1.7,2.2,1.3,Regular
2015,Arron Afflalo,32.1,13.3,4.8,11.3,2.1,2.5,1.5,Regular
2015,Trevor Ariza,35.7,12.8,4.5,11.1,1.5,1.7,1.7,Regular
2015,Kentavious Caldwell-Pope,31.5,12.7,4.8,11.9,1.3,1.9,1.1,Regular
2015,Giannis Antetokounmpo,31.4,12.7,4.7,9.6,3.2,4.3,2.1,Regular
2015,Rodney Stuckey,26.4,12.6,4.7,10.6,2.5,3,1.7,Regular
2015,DeMarre Carroll,31.3,12.6,4.5,9.3,1.8,2.6,1.1,Regular
2015,Kenneth Faried,27.8,12.6,5,9.8,2.7,3.8,1.6,Regular
2015,Danilo Gallinari,24.2,12.4,3.9,9.6,2.9,3.2,1,Regular
2015,Josh Smith,27.7,12.4,5,11.9,1.5,3.1,2.5,Regular
2015,Kyle Korver,32.2,12.1,3.9,8,1.4,1.6,1.4,Regular
2015,Ben McLemore,32.6,12.1,4.4,10.1,1.6,2,1.7,Regular
2015,Gerald Henderson,28.9,12.1,4.6,10.6,2.3,2.7,1.4,Regular
2015,JR Smith,29.7,12.1,4.5,10.8,0.8,1,1.4,Regular
2015,Donatas Motiejunas,28.7,12,5,9.9,1.4,2.3,1.7,Regular
2015,Jonas Valanciunas,26.2,12,4.7,8.2,2.7,3.5,1.4,Regular
2015,Jordan Hill,26.8,12,5.1,11.1,1.8,2.4,1.5,Regular
2015,Gerald Green,19.5,11.9,4.4,10.5,1.3,1.6,1.4,Regular
2015,Jordan Clarkson,25,11.9,4.5,10.1,2.2,2.7,1.6,Regular
2015,Paul Pierce,26.2,11.9,4,9,2.2,2.9,1.3,Regular
2015,Danny Green,28.5,11.7,4,9.1,1.4,1.6,1.1,Regular
2015,Draymond Green,31.5,11.7,4.3,9.7,1.7,2.5,1.7,All Star
2015,David West,28.7,11.7,4.9,10.4,1.8,2.4,1.8,Regular
2015,DeAndre Jordan,34.4,11.5,4.6,6.5,2.3,5.7,1.3,Regular
2015,Ersan Ilyasova,22.7,11.5,4.5,9.6,1.2,1.8,0.8,Regular
2015,Corey Brewer,26.1,11.5,4.3,10.1,2.1,2.8,1.6,Regular
2015,O.J. Mayo,23.9,11.4,4.2,9.9,1.6,2,1.8,Regular
2015,Jeremy Lin,25.8,11.2,3.7,8.8,2.9,3.6,2.2,Regular
2015,Jodie Meeks,24.4,11.1,3.7,8.9,2.4,2.7,1,Regular
2015,Nene,25.3,11,4.6,9,1.8,3,1.9,Regular
2015,Anthony Morrow,24.4,10.7,3.9,8.3,1.1,1.2,0.5,Regular
2015,Brandon Bass,23.5,10.6,4.2,8.3,2.1,2.6,1,Regular
2015,Roy Hibbert,25.3,10.6,4.2,9.3,2.2,2.7,1.4,Regular
2015,Manu Ginobili,22.7,10.5,3.6,8.4,2.1,2.9,2.2,Regular
2015,Marcus Morris Sr.,25.2,10.4,4.1,9.4,0.9,1.4,0.9,Regular
2015,Marreese Speights,15.9,10.4,4.2,8.5,2,2.3,1.1,Regular
2015,Taj Gibson,27.3,10.3,4.1,8.2,2.1,3,1.2,Regular
2015,Tyson Chandler,30.5,10.3,3.9,5.9,2.5,3.4,1.4,Regular
2015,Mario Chalmers,29.6,10.2,3.3,8.3,2.6,3.3,2.2,Regular
2015,Tyler Zeller,21.1,10.2,4.1,7.5,1.9,2.3,0.9,Regular
2015,Zach LaVine,24.7,10.1,3.7,8.8,1.9,2.3,2.5,Regular
2015,Courtney Lee,30.6,10.1,3.7,8.4,1.4,1.7,1,Regular
2015,Harrison Barnes,28.3,10.1,3.9,8,1.3,1.8,0.9,Regular
2015,Wayne Ellington,25.8,10,3.9,9.5,0.8,1,0.8,Regular
2015,Dennis Schroder,19.7,10,3.7,8.6,1.9,2.3,1.9,Regular
2015,Timofey Mozgov,25.3,9.7,3.9,7,1.9,2.7,1.4,Regular
2015,Robin Lopez,27.8,9.6,4,7.4,1.7,2.2,1.2,Regular
2015,D.J. Augustin,24,9.5,3.1,7.9,2.2,2.5,1.8,Regular
2015,Greivis Vasquez,24.3,9.5,3.6,8.8,0.6,0.8,1.5,Regular
2015,Mike Dunleavy,29.2,9.4,3.3,7.6,1.1,1.4,1,Regular
2015,Amir Johnson,26.4,9.3,4,6.9,1.1,1.7,1.5,Regular
2015,P.J. Tucker,30.6,9.1,3.3,7.6,1.3,1.8,1.2,Regular
2015,Bojan Bogdanovic,23.8,9,3.3,7.4,1.1,1.4,1,Regular
2015,Rajon Rondo,29.7,8.9,4,9.5,0.5,1.1,3.1,Regular
2015,Elfrid Payton,30.4,8.9,3.7,8.6,1.4,2.6,2.5,Regular
2015,Omri Casspi,21.1,8.9,3.1,6.4,2.1,2.9,1.3,Regular
2015,Hollis Thompson,25,8.8,3.2,7.6,0.9,1.3,0.9,Regular
2015,Mason Plumlee,21.3,8.7,3.4,6,1.9,3.9,1.3,Regular
2015,Boris Diaw,24.5,8.7,3.6,7.8,0.9,1.1,1.6,Regular
2015,Chris Kaman,18.9,8.6,3.8,7.4,1,1.4,1.5,Regular
2015,Tony Allen,26.2,8.6,3.6,7.2,1.3,2,1.4,Regular
2015,Tristan Thompson,26.8,8.5,3.3,6,1.9,3,1,Regular
2015,Jameer Nelson,22.3,8.3,3.3,8,0.4,0.6,1.7,Regular
2015,Lance Stephenson,25.8,8.2,3.4,9,1.1,1.8,2.1,Regular
2015,Henry Sims,19.2,8,3.3,6.9,1.5,1.9,1.4,Regular
2015,Iman Shumpert,24.9,8,3.1,7.6,0.7,1,1.5,Regular
2015,Jason Smith,21.8,8,3.1,7.2,1.5,1.9,1.3,Regular
2015,Kris Humphries,21,8,3.3,7,1.4,1.8,0.7,Regular
2015,James Johnson,19.6,7.9,3.4,5.8,1,1.5,1.1,Regular
2015,Andre Iguodala,26.9,7.8,3,6.4,0.9,1.5,1.1,Regular
2015,Marcus Smart,27,7.8,2.6,7.1,1.2,1.9,1.3,Regular
2015,Mike Scott,16.5,7.8,3,6.7,0.9,1.1,0.6,Regular
2015,Jerryd Bayless,22.3,7.8,2.9,6.7,1.6,1.8,1.7,Regular
2015,Steven Adams,25.3,7.7,3.1,5.7,1.5,2.9,1.4,Regular
2015,Norris Cole,24.4,7.6,3.1,7.4,0.8,1.1,1.3,Regular
2015,Cody Zeller,24,7.6,2.8,6,2,2.6,1,Regular
2015,JJ Hickson,19.3,7.6,3,6.3,1.6,2.8,1.3,Regular
2015,J.J. Barea,17.7,7.5,2.9,7,1,1.2,0.9,Regular
2015,Tayshaun Prince,24.1,7.5,3.1,6.9,0.8,1.1,0.6,Regular
2015,Marvin Williams,26.1,7.4,2.7,6.3,0.8,1.1,0.8,Regular
2015,Ray McCallum,21.1,7.4,3,6.9,0.8,1.2,1.3,Regular
2015,Alan Anderson,23.6,7.4,2.6,5.9,1.1,1.4,0.8,Regular
2015,Omer Asik,26.1,7.3,2.8,5.4,1.7,3,1.3,Regular
2015,Channing Frye,24.9,7.3,2.5,6.5,0.4,0.5,1,Regular
2015,Joakim Noah,30.6,7.2,2.8,6.4,1.6,2.6,1.8,Regular
2015,Jared Dudley,23.8,7.2,2.8,5.9,0.7,0.9,0.9,Regular
2015,Carl Landry,17,7.2,2.7,5.3,1.8,2.1,0.8,Regular
2015,Trevor Booker,19.8,7.2,2.9,5.9,1.1,1.9,1.1,Regular
2015,Quincy Pondexter,23.9,7.2,2.5,6,0.9,1.3,0.7,Regular
2015,Lance Thomas,24,7.1,2.9,7.1,1.2,1.6,1.2,Regular
2015,Leandro Barbosa,14.9,7.1,2.8,5.8,0.9,1.1,0.7,Regular
2015,Jason Terry,21.3,7,2.4,5.8,0.5,0.6,1,Regular
2015,John Henson,18.3,7,2.9,5.2,1.2,2,1.3,Regular
2015,Austin Rivers,20.6,7,2.7,6.5,1.1,1.7,0.9,Regular
2015,Jusuf Nurkic,17.8,6.9,2.8,6.2,1.4,2.1,1.4,Regular
2015,Will Barton,17,6.8,2.6,6.1,1.3,1.6,1.1,Regular
2015,Chase Budinger,19.2,6.8,2.5,5.8,1,1.2,0.7,Regular
2015,Cory Joseph,18.3,6.8,2.6,5.2,1.3,1.8,0.8,Regular
2015,Brian Roberts,18.5,6.7,2.4,6.3,0.9,1,0.8,Regular
2015,Darrell Arthur,17,6.6,2.7,6.6,0.8,1,0.8,Regular
2015,Aron Baynes,16,6.6,2.6,4.7,1.3,1.5,0.9,Regular
2015,Alexis Ajinca,14.1,6.5,2.7,4.8,1.2,1.5,1,Regular
2015,Anthony Tolliver,18.9,6.3,2.1,5.2,0.7,0.9,0.7,Regular
2015,Andrew Bogut,23.6,6.3,3,5.3,0.3,0.6,1.6,Regular
2015,Charlie Villanueva,10.6,6.3,2.3,5.7,0.3,0.5,0.4,Regular
2015,Shane Larkin,24.5,6.2,2.5,5.7,0.8,1,1.1,Regular
2015,Tony Snell,19.6,6,2.2,5.2,0.6,0.8,0.7,Regular
2015,Kyle Singler,21.8,6,2.2,5.6,0.5,0.7,0.7,Regular
2015,Jonas Jerebko,16.4,6,2.3,5.1,0.7,0.9,0.6,Regular
2015,Shaun Livingston,18.8,5.9,2.5,5.1,0.8,1.2,1.3,Regular
2015,Caron Butler,20.8,5.9,2.1,5.1,0.7,0.8,0.6,Regular
2015,Quincy Acy,18.9,5.9,2.2,4.9,1.1,1.4,0.9,Regular
2015,Richard Jefferson,16.8,5.8,1.9,4.4,1.1,1.5,0.7,Regular
2015,Spencer Hawes,17.5,5.8,2.2,5.7,0.6,0.9,0.8,Regular
2015,Kirk Hinrich,24.4,5.7,2.2,5.8,0.5,0.8,1.1,Regular
2015,Pero Antic,16.5,5.7,1.7,4.7,1.4,2,0.8,Regular
2015,Al-Farouq Aminu,18.5,5.6,2,4.8,1.1,1.6,0.7,Regular
2015,Cole Aldrich,16,5.5,2.4,4.9,0.8,1,1,Regular
2015,Chris Andersen,18.9,5.3,2,3.5,1.3,1.9,0.7,Regular
2015,Kent Bazemore,17.7,5.2,1.9,4.4,0.8,1.3,1,Regular
2015,Kosta Koufos,16.6,5.2,2.2,4.4,0.7,1,0.9,Regular
2015,Dante Cunningham,25,5.2,2.3,5.1,0.4,0.7,0.5,Regular
2015,James Ennis III,17,5,1.6,4,1.3,1.5,0.6,Regular
2015,Joe Ingles,21.2,5,1.9,4.5,0.4,0.5,1.2,Regular
2015,Dante Exum,22.2,4.8,1.8,5.1,0.2,0.4,1.4,Regular
2015,Matthew Dellavedova,20.6,4.8,1.7,4.6,0.4,0.6,0.9,Regular
2015,Bismack Biyombo,19.4,4.8,1.6,2.9,1.6,2.7,0.8,Regular
2015,Andre Miller,15.5,4.4,1.8,3.6,0.7,1,1.3,Regular
2015,Ian Mahinmi,18.8,4.3,1.9,3.5,0.5,1.7,1,Regular
2015,Steve Blake,18.9,4.3,1.5,4,0.4,0.5,1.3,Regular
2015,Udonis Haslem,16,4.2,1.7,3.9,0.7,1,0.7,Regular
2015,Nick Calathes,14.4,4.2,1.8,4.3,0.4,0.8,1.1,Regular
2015,Nick Collison,16.7,4.1,1.6,3.8,0.7,1,0.7,Regular
2015,Pablo Prigioni,17.9,4.1,1.4,3.4,0.5,0.6,0.9,Regular
2015,Luke Babbitt,13.2,4.1,1.5,3,0.2,0.3,0.4,Regular
2015,Miles Plumlee,16.4,4,1.9,3.5,0.3,0.6,0.7,Regular
2015,Glen Davis,12.2,4,1.6,3.4,0.8,1.3,0.5,Regular
2015,Dewayne Dedmon,14.3,3.7,1.5,2.7,0.6,1.1,0.9,Regular
2015,Andre Roberson,19.2,3.4,1.4,3,0.3,0.7,0.7,Regular
2015,Jason Maxiell,14.4,3.3,1.3,3.1,0.7,1.2,0.5,Regular
2015,Joey Dorsey,12.4,2.7,1.2,2.1,0.3,1.2,0.6,Regular
